,covariate,oesophagus_theta,oesophagus_theta_0.025,oesophagus_theta_0.975,stomach_theta,stomach_theta_0.025,stomach_theta_0.975,colorectal_theta,colorectal_theta_0.025,colorectal_theta_0.975,liver_theta,liver_theta_0.025,liver_theta_0.975,pancreas_theta,pancreas_theta_0.025,pancreas_theta_0.975,lung_theta,lung_theta_0.025,lung_theta_0.975,melanoma_theta,melanoma_theta_0.025,melanoma_theta_0.975,breast_theta,breast_theta_0.025,breast_theta_0.975,cervix_uteri_theta,cervix_uteri_theta_0.025,cervix_uteri_theta_0.975,corpus_uteri_theta,corpus_uteri_theta_0.025,corpus_uteri_theta_0.975,ovary_theta,ovary_theta_0.025,ovary_theta_0.975,prostate_theta,prostate_theta_0.025,prostate_theta_0.975,testis_theta,testis_theta_0.025,testis_theta_0.975,kidney_theta,kidney_theta_0.025,kidney_theta_0.975,bladder_theta,bladder_theta_0.025,bladder_theta_0.975,brain_theta,brain_theta_0.025,brain_theta_0.975,thyroid_theta,thyroid_theta_0.025,thyroid_theta_0.975,non_hodgkin_lymphoma_theta,non_hodgkin_lymphoma_theta_0.025,non_hodgkin_lymphoma_theta_0.975,multiple_myeloma_theta,multiple_myeloma_theta_0.025,multiple_myeloma_theta_0.975,AML_theta,AML_theta_0.025,AML_theta_0.975,other_theta,other_theta_0.025,other_theta_0.975,death_theta,death_theta_0.025,death_theta_0.975
838,M08 Juvenile arthritis,-0.003693382255733013,-0.19184216856956482,0.18445542454719543,-0.010827282443642616,-0.19901877641677856,0.1773642599582672,0.002660288941115141,-0.18516814708709717,0.1904887706041336,-0.002931185532361269,-0.1911468356847763,0.18528449535369873,-0.000756572640966624,-0.1888316422700882,0.18731853365898132,0.014862804673612118,-0.17528541386127472,0.20501108467578888,0.007829594425857067,-0.18073098361492157,0.19639021158218384,0.04295877367258072,-0.14628300070762634,0.23220059275627136,0.0014870893210172653,-0.18645653128623962,0.18943077325820923,-0.003754141740500927,-0.19179293513298035,0.18428470194339752,-0.005194799043238163,-0.19327324628829956,0.18288372457027435,0.000808900105766952,-0.18707698583602905,0.1886948198080063,0.010003929026424885,-0.17842093110084534,0.19842882454395294,-0.008067854680120945,-0.1962750107049942,0.18013933300971985,0.0003690792073030025,-0.18731094896793365,0.18804913759231567,-0.001584140700288117,-0.1898627132177353,0.18669448792934418,0.0029754885472357273,-0.18508021533489227,0.19103127717971802,-0.0010333082173019648,-0.18912330269813538,0.1870567351579666,-0.0048008691519498825,-0.19290906190872192,0.18330736458301544,0.020798103883862495,-0.16793292760849,0.20952917635440826,0.020988717675209045,-0.1751043200492859,0.21708181500434875,0.02508462779223919,-0.1708640158176422,0.22103330492973328
839,M09 Juvenile arthritis in diseases classified elsewhere,0.002343813655897975,-0.20444469153881073,0.20913240313529968,-0.0020720188040286303,-0.20889009535312653,0.20474612712860107,-0.0075324177742004395,-0.21422898769378662,0.19916419684886932,-0.0053202910348773,-0.21214847266674042,0.20150794088840485,-0.008224188350141048,-0.21486937999725342,0.19842104613780975,-0.003298135008662939,-0.21036924421787262,0.20377303659915924,0.006613986101001501,-0.19962872564792633,0.2128567397594452,-0.0009440665016882122,-0.20750856399536133,0.20562049746513367,-0.008783151395618916,-0.21564331650733948,0.19807705283164978,0.0006258714129216969,-0.20623867213726044,0.207490473985672,0.0028543216176331043,-0.2038712501525879,0.2095799446105957,-0.00655536912381649,-0.21308933198451996,0.19997866451740265,-0.0072877658531069756,-0.21397756040096283,0.1994020789861679,0.0044708154164254665,-0.20225520431995392,0.2111968845129013,0.0008507512393407524,-0.2058979719877243,0.20759953558444977,0.0024544578045606613,-0.20439742505550385,0.20930640399456024,-0.00280796573497355,-0.20963333547115326,0.20401747524738312,8.204677578760311e-05,-0.20675556361675262,0.20691972970962524,0.0008790720603428781,-0.20606493949890137,0.20782314240932465,0.003922344651073217,-0.20287835597991943,0.21072310209274292,-0.0003954632848035544,-0.21611091494560242,0.21532005071640015,-0.0012935063568875194,-0.21700383722782135,0.21441687643527985
840,M10 Gout,-0.004766005557030439,-0.20696216821670532,0.19743023812770844,-0.029704829677939415,-0.2308889925479889,0.17147938907146454,0.07963112741708755,-0.10251665860414505,0.26177895069122314,0.0702187716960907,-0.13476695120334625,0.27520453929901123,0.07475487887859344,-0.12844768166542053,0.2779574692249298,-0.07195643335580826,-0.258571058511734,0.11465824395418167,0.03914216160774231,-0.16007250547409058,0.23835688829421997,0.04730783775448799,-0.14927859604358673,0.2438943088054657,0.008527652360498905,-0.1962786763906479,0.21333402395248413,0.05951787158846855,-0.14636914432048798,0.26540493965148926,-0.003703347174450755,-0.20722489058971405,0.19981826841831207,-0.016371553763747215,-0.19473129510879517,0.1619882434606552,0.005871778819710016,-0.19876627624034882,0.21050986647605896,0.07242658734321594,-0.13261805474758148,0.27747130393981934,0.002570114331319928,-0.19472457468509674,0.19986483454704285,-0.044477637857198715,-0.24836398661136627,0.15940874814987183,0.04606000706553459,-0.16037651896476746,0.252496600151062,0.05894532799720764,-0.144286647439003,0.26217734813690186,0.015161504037678242,-0.18795658648014069,0.218279629945755,-0.010063638910651207,-0.21470493078231812,0.19457772374153137,0.022614706307649612,-0.18919125199317932,0.23442071676254272,0.04047094285488129,-0.16591186821460724,0.2468537986278534
841,M11 Other crystal arthropathies,0.008386598899960518,-0.1859481781721115,0.20272143185138702,-0.006996124051511288,-0.20161172747612,0.18761953711509705,-0.007281860336661339,-0.20265692472457886,0.18809324502944946,-0.0016810244414955378,-0.19594044983386993,0.19257843494415283,0.008920070715248585,-0.1853955239057541,0.20323573052883148,0.01678168959915638,-0.17618677020072937,0.2097502052783966,-0.011095556430518627,-0.20531336963176727,0.18312232196331024,-0.017198413610458374,-0.21164004504680634,0.17724329233169556,0.0012756765354424715,-0.19299428164958954,0.19554568827152252,-0.008128533139824867,-0.2025766223669052,0.18631958961486816,-0.005203056614845991,-0.2001091092824936,0.1897030621767044,-0.003336534136906266,-0.19767482578754425,0.1910018026828766,-0.0052884952165186405,-0.20002983510494232,0.1894528865814209,-0.01326510775834322,-0.20789125561714172,0.1813611090183258,-0.008588399738073349,-0.20283354818820953,0.18565678596496582,-0.010965746827423573,-0.20566114783287048,0.18372972309589386,-0.0023794565349817276,-0.19704076647758484,0.19228190183639526,0.01296280138194561,-0.18104904890060425,0.20697468519210815,0.0061252787709236145,-0.1880558729171753,0.2003065049648285,0.004080586135387421,-0.19023117423057556,0.19839242100715637,0.0011045311111956835,-0.2016504406929016,0.20385955274105072,-0.013145354576408863,-0.21527421474456787,0.18898357450962067
842,M12 Other specific arthropathies,-0.014074678532779217,-0.20349889993667603,0.17534960806369781,-0.0163959339261055,-0.20539826154708862,0.1726064383983612,-0.003583361627534032,-0.19244475662708282,0.18527807295322418,-0.00991059374064207,-0.19892190396785736,0.17910078167915344,-0.004520116839557886,-0.1934843510389328,0.18444417417049408,-0.018164843320846558,-0.20633617043495178,0.17000652849674225,-0.011143887415528297,-0.19923438131809235,0.17694664001464844,0.027382977306842804,-0.16048800945281982,0.2152540385723114,0.0045551517978310585,-0.18453653156757355,0.1936468929052353,-0.020463736727833748,-0.20953062176704407,0.16860318183898926,-0.006014925893396139,-0.1951906979084015,0.18316088616847992,0.013963363133370876,-0.17304372787475586,0.20097048580646515,-0.01055772416293621,-0.19967195391654968,0.17855657637119293,0.006426690611988306,-0.18285830318927765,0.19571173191070557,0.009329386055469513,-0.17913895845413208,0.1977977752685547,0.023622680455446243,-0.16624799370765686,0.21349340677261353,-0.0028211972676217556,-0.19188371300697327,0.18624137341976166,0.001076914370059967,-0.18812623620033264,0.19028013944625854,0.007299515884369612,-0.1817774623632431,0.19637653231620789,-0.0073636919260025024,-0.1963549554347992,0.18162761628627777,0.008731961250305176,-0.18829146027565002,0.20575542747974396,0.004486254416406155,-0.19203481078147888,0.20100735127925873
843,M13 Other arthritis,0.028212394565343857,-0.1511775404214859,0.2076023817062378,0.0062219202518463135,-0.17317965626716614,0.18562354147434235,-0.03859035670757294,-0.20813190937042236,0.13095124065876007,0.025471080094575882,-0.15551523864269257,0.2064574658870697,0.010166744701564312,-0.16865676641464233,0.18899030983448029,0.003914807923138142,-0.1669633686542511,0.17479301989078522,0.06139593571424484,-0.11563543230295181,0.23842734098434448,0.018178021535277367,-0.14780989289283752,0.18416596949100494,-0.010861089453101158,-0.19031459093093872,0.1685924530029297,-0.028313444927334785,-0.2079978734254837,0.15137101709842682,-0.026627201586961746,-0.20593392848968506,0.15267956256866455,0.04839581623673439,-0.12263067066669464,0.2194223403930664,-0.006359409540891647,-0.18698464334011078,0.17426586151123047,0.030483506619930267,-0.15050062537193298,0.2114676833152771,-0.04074181988835335,-0.22032159566879272,0.138837993144989,-0.002493912586942315,-0.18230487406253815,0.1773170679807663,0.024507353082299232,-0.1570492684841156,0.20606403052806854,0.02381957694888115,-0.15491490066051483,0.2025541067123413,0.034916747361421585,-0.1461077630519867,0.21594130992889404,0.024576779454946518,-0.15593041479587555,0.20508402585983276,0.004628394730389118,-0.18329045176506042,0.1925472766160965,-0.051832057535648346,-0.2373911738395691,0.13372710347175598
844,M14 Arthropathies in other diseases classified elsewhere,-0.0031088078394532204,-0.18996088206768036,0.18374329805374146,0.002050541341304779,-0.18477436900138855,0.1888754963874817,-0.012966935522854328,-0.19924916326999664,0.17331534624099731,0.012199517339468002,-0.17474953830242157,0.19914865493774414,0.0035740083549171686,-0.18344762921333313,0.19059571623802185,-0.06771035492420197,-0.25667959451675415,0.1212589293718338,-0.00039238142198882997,-0.18744641542434692,0.1866617202758789,-0.010241206735372543,-0.1968221664428711,0.17633980512619019,-0.0039777313359081745,-0.19083712995052338,0.18288171291351318,0.009746252559125423,-0.17723073065280914,0.1967233121395111,0.006205991376191378,-0.18056967854499817,0.19298173487186432,0.006710742134600878,-0.17973989248275757,0.19316141307353973,-0.00030104941106401384,-0.18747444450855255,0.18687239289283752,-0.006057986989617348,-0.19312414526939392,0.1810082197189331,0.01877002976834774,-0.1688387393951416,0.20637883245944977,0.001040472649037838,-0.18604108691215515,0.18812206387519836,0.0030233447905629873,-0.18396757543087006,0.1900143027305603,-0.014490199275314808,-0.20142586529254913,0.17244552075862885,0.0014274250715970993,-0.18539656698703766,0.18825146555900574,-0.0037455479614436626,-0.19066841900348663,0.18317736685276031,0.00970378052443266,-0.18509890139102936,0.204506516456604,-0.01475778128951788,-0.20930805802345276,0.17979255318641663
845,M15 Polyarthrosis,-0.010550499893724918,-0.20606881380081177,0.18496786057949066,-0.006821382325142622,-0.20238609611988068,0.18874338269233704,-0.03909292072057724,-0.23510584235191345,0.15692004561424255,-0.018260063603520393,-0.2150205373764038,0.1785004734992981,-0.037048593163490295,-0.23330694437026978,0.15920980274677277,-0.06212671101093292,-0.24826651811599731,0.12401314079761505,0.010332759469747543,-0.18228764832019806,0.20295323431491852,0.04187120497226715,-0.14225701987743378,0.22599945962429047,-0.0028067086823284626,-0.19913221895694733,0.19351884722709656,0.007968955673277378,-0.18605495989322662,0.201992928981781,0.048330582678318024,-0.1474570333957672,0.24411824345588684,0.016184817999601364,-0.17848461866378784,0.21085432171821594,-0.010696358047425747,-0.20811150968074799,0.18671885132789612,-0.02772701159119606,-0.22381339967250824,0.1683594286441803,0.004939011298120022,-0.18959379196166992,0.1994718760251999,-0.019327513873577118,-0.21594169735908508,0.17728674411773682,0.004487703088670969,-0.19269290566444397,0.201668381690979,0.005936815403401852,-0.18929186463356018,0.20116554200649261,0.023536061868071556,-0.1739228516817093,0.2209950089454651,-0.020115768536925316,-0.21685664355754852,0.17662514746189117,0.01800423488020897,-0.18680813908576965,0.22281666100025177,-0.0698389932513237,-0.2718488574028015,0.1321709156036377
846,M16 Coxarthrosis [arthrosis of hip],-0.06539808958768845,-0.2504858374595642,0.11968972533941269,-0.06193026155233383,-0.24393656849861145,0.12007609754800797,0.0029426529072225094,-0.12605461478233337,0.13193996250629425,0.06579287350177765,-0.11970008909702301,0.2512858510017395,0.019871197640895844,-0.14878126978874207,0.18852370977401733,-0.13979388773441315,-0.27945059537887573,-0.00013715028762817383,0.03955046460032463,-0.1384250521659851,0.21752603352069855,-0.021734077483415604,-0.15966705977916718,0.11619894206523895,-0.014397578313946724,-0.2025388479232788,0.17374375462532043,0.03525519371032715,-0.14052198827266693,0.2110324203968048,-0.04755442589521408,-0.23152998089790344,0.13642117381095886,-0.00010681206185836345,-0.13871963322162628,0.13850603997707367,-0.013622633181512356,-0.20650839805603027,0.179263174533844,0.032910700887441635,-0.14978273212909698,0.21560418605804443,-0.09064850956201553,-0.2704496383666992,0.08915265649557114,-0.01364543754607439,-0.198054701089859,0.17076385021209717,-0.013348185457289219,-0.20390620827674866,0.17720988392829895,0.02352764457464218,-0.15155327320098877,0.1986086070537567,0.03807312250137329,-0.14836178719997406,0.22450807690620422,-0.012595838867127895,-0.20170652866363525,0.1765149086713791,0.03126826509833336,-0.1620401293039322,0.2245766967535019,-0.07484805583953857,-0.2589315176010132,0.10923546552658081
847,M17 Gonarthrosis [arthrosis of knee],-0.05409348011016846,-0.23688943684101105,0.12870252132415771,-0.034326475113630295,-0.2108963131904602,0.1422434002161026,-0.040690358728170395,-0.16812105476856232,0.08674037456512451,0.0182084571570158,-0.1669888198375702,0.20340579748153687,0.04139479622244835,-0.12755422294139862,0.2103438675403595,-0.183933824300766,-0.32978546619415283,-0.03808216750621796,0.06902449578046799,-0.10193420201539993,0.2399832308292389,0.012070377357304096,-0.11581132560968399,0.13995212316513062,0.04030144587159157,-0.1483156979084015,0.22891861200332642,0.11432188749313354,-0.06711824238300323,0.2957620620727539,-0.015170838683843613,-0.19176429510116577,0.16142265498638153,0.06594006717205048,-0.07020355761051178,0.20208372175693512,0.001591213047504425,-0.19101649522781372,0.19419899582862854,0.030745740979909897,-0.14872115850448608,0.21021269261837006,-0.09582945704460144,-0.27397483587265015,0.08231598138809204,-0.01782413013279438,-0.2013029307126999,0.165654718875885,-0.013542495667934418,-0.20491144061088562,0.17782649397850037,0.032518740743398666,-0.14385150372982025,0.20888903737068176,0.028039012104272842,-0.1569277048110962,0.21300576627254486,0.017729155719280243,-0.1727980375289917,0.20825639367103577,0.0184980146586895,-0.17390429973602295,0.21090038120746613,-0.16340987384319305,-0.3466370701789856,0.01981736719608307
848,M18 Arthrosis of first carpometacarpal joint,-0.017846914008259773,-0.1936139464378357,0.15792016685009003,-0.002222231822088361,-0.17830713093280792,0.17386272549629211,-0.036408763378858566,-0.21095041930675507,0.13813291490077972,0.00907115824520588,-0.16699229180812836,0.1851346492767334,0.023556159809231758,-0.15249337255954742,0.19960574805736542,0.024130776524543762,-0.14451415836811066,0.19277575612068176,0.023356739431619644,-0.15116623044013977,0.19787974655628204,-0.006082935258746147,-0.17426452040672302,0.162098690867424,-0.008611044846475124,-0.18479591608047485,0.16757388412952423,-0.027540013194084167,-0.2037876397371292,0.14870765805244446,0.014368383213877678,-0.16133254766464233,0.19006936252117157,0.09973703324794769,-0.0783022940158844,0.27777642011642456,-0.0061627780087292194,-0.18301436305046082,0.17068885266780853,0.02354387566447258,-0.15131740272045135,0.1984052062034607,0.013210822828114033,-0.1631520390510559,0.1895737200975418,0.0035389696713536978,-0.17312735319137573,0.1802053302526474,0.006857217289507389,-0.16982822120189667,0.18354269862174988,0.058277249336242676,-0.12024138867855072,0.23679593205451965,0.009423547424376011,-0.16679450869560242,0.18564166128635406,0.009970782324671745,-0.16652075946331024,0.1864623874425888,0.019693460315465927,-0.16382461786270142,0.20321159064769745,-0.115113765001297,-0.2982405722141266,0.06801310181617737
849,M19 Other arthrosis,0.019282493740320206,-0.1564178168773651,0.1949828416109085,-0.026571841910481453,-0.2007463425397873,0.14760270714759827,-0.0368921160697937,-0.1952630579471588,0.12147887051105499,-0.05477713420987129,-0.2315114587545395,0.12195724248886108,0.021556729450821877,-0.15078693628311157,0.1939004361629486,-0.10981575399637222,-0.26484525203704834,0.04521379619836807,0.014454259537160397,-0.1530807912349701,0.18198935687541962,0.09058631956577301,-0.06795556843280792,0.24912825226783752,0.046414896845817566,-0.13348405063152313,0.22631388902664185,-0.027766039595007896,-0.20179535448551178,0.14626333117485046,-0.020191410556435585,-0.1953486204147339,0.1549658328294754,0.014073214493691921,-0.14077958464622498,0.16892604529857635,-0.012337050400674343,-0.1907041072845459,0.16603006422519684,-0.01931297965347767,-0.19180361926555634,0.15317770838737488,-0.06931094825267792,-0.24660015106201172,0.10797829926013947,-0.0077906204387545586,-0.18414296209812164,0.16856177151203156,-0.02051730267703533,-0.1986958235502243,0.15766125917434692,0.0014135607052594423,-0.1682509481906891,0.17107810080051422,-0.01759381592273712,-0.19328829646110535,0.15810070931911469,0.006121048238128424,-0.1721068173646927,0.1843489706516266,0.04282541573047638,-0.1408369392156601,0.22648780047893524,-0.10189173370599747,-0.2854277789592743,0.08164436370134354
850,M20 Acquired deformities of fingers and toes,-0.009849876165390015,-0.19394680857658386,0.17424708604812622,-0.06921837478876114,-0.25653907656669617,0.11810236424207687,-0.08776533603668213,-0.25114941596984863,0.07561880350112915,-0.05828579515218735,-0.24470770359039307,0.12813615798950195,-0.004785769619047642,-0.18291030824184418,0.17333880066871643,-0.10191202908754349,-0.2662375271320343,0.062413521111011505,0.0575723759829998,-0.11871428787708282,0.2338590919971466,0.060586705803871155,-0.0830162763595581,0.204189732670784,-0.03253216668963432,-0.2176973670721054,0.15263307094573975,-0.025837281718850136,-0.20619770884513855,0.15452317893505096,0.006021986715495586,-0.1726893037557602,0.1847333461046219,0.06494194269180298,-0.11070658266544342,0.24059051275253296,-0.015325458720326424,-0.20252396166324615,0.17187312245368958,-0.0036697336472570896,-0.18507230281829834,0.17773288488388062,0.03079570271074772,-0.15079821646213531,0.21238970756530762,-0.05816759169101715,-0.2444203644990921,0.12808522582054138,0.020016588270664215,-0.16557422280311584,0.20560744404792786,-0.0024802053812891245,-0.1823965460062027,0.17743618786334991,1.9579209038056433e-05,-0.18427278101444244,0.18431198596954346,-0.007612124551087618,-0.19397959113121033,0.17875537276268005,0.1025555357336998,-0.08975765854120255,0.2948687672615051,-0.12398713082075119,-0.31387439370155334,0.06590015441179276
851,M21 Other acquired deformities of limbs,0.013724914751946926,-0.17577235400676727,0.20322223007678986,-0.004179645795375109,-0.19313685595989227,0.1847776174545288,-0.0371033176779747,-0.2205030620098114,0.14629650115966797,0.025268368422985077,-0.16550448536872864,0.21604129672050476,-0.010123026557266712,-0.20035402476787567,0.18010801076889038,-0.04385382682085037,-0.2231212556362152,0.13541364669799805,0.014280316419899464,-0.1735306978225708,0.20209136605262756,0.037644509226083755,-0.14191560447216034,0.21720466017723083,-0.024840526282787323,-0.2156025767326355,0.16592156887054443,0.001258081872947514,-0.18780429661273956,0.19032049179077148,0.00354053289629519,-0.18588925898075104,0.1929703652858734,0.01516156829893589,-0.16800637543201447,0.19832956790924072,-0.006817805580794811,-0.1976018249988556,0.18396629393100739,-0.016571516171097755,-0.20682045817375183,0.173677459359169,-0.028991153463721275,-0.21874859929084778,0.1607663482427597,-0.039892345666885376,-0.23212610185146332,0.15234147012233734,0.005776194389909506,-0.1848575323820114,0.19640997052192688,0.05882183834910393,-0.13336314260959625,0.2510068714618683,0.013673178851604462,-0.17777374386787415,0.20512014627456665,-0.00026115059154108167,-0.1913881003856659,0.19086584448814392,0.009843472391366959,-0.18911883234977722,0.2088058441877365,-0.044879794120788574,-0.2430795133113861,0.15331996977329254
852,M22 Disorders of patella,0.009983543306589127,-0.17813901603221893,0.19810613989830017,0.0004489592683967203,-0.18729381263256073,0.18819177150726318,0.12036439031362534,-0.06507592648267746,0.3058047592639923,0.011626680381596088,-0.177620992064476,0.20087438821792603,-0.0016731347423046827,-0.18871022760868073,0.1853639930486679,0.04862094298005104,-0.1310025453567505,0.22824446856975555,0.016814325004816055,-0.16388797760009766,0.19751664996147156,-0.02881857380270958,-0.20529653131961823,0.14765942096710205,0.01859080046415329,-0.16856974363327026,0.20575138926506042,-0.017027659341692924,-0.2034674733877182,0.16941218078136444,-0.026254966855049133,-0.21336853504180908,0.1608586609363556,0.05034395679831505,-0.132241889834404,0.23292985558509827,0.03357568010687828,-0.1554807722568512,0.22263216972351074,0.014980316162109375,-0.17348960041999817,0.2034502923488617,-0.018819019198417664,-0.2073344588279724,0.16969645023345947,-0.0013886956730857491,-0.18920883536338806,0.18643148243427277,0.020913690328598022,-0.16921758651733398,0.2110450267791748,-0.010590776801109314,-0.1956639140844345,0.17448239028453827,-0.02683219313621521,-0.21711161732673645,0.1634472906589508,-0.00956369936466217,-0.19972914457321167,0.18060177564620972,0.011355898343026638,-0.18581794202327728,0.2085297554731369,-0.03172862529754639,-0.2281399518251419,0.1646827608346939
853,M23 Internal derangement of knee,-0.07412286847829819,-0.26769623160362244,0.11945051699876785,-0.020928604528307915,-0.21031811833381653,0.16846095025539398,-0.01044425368309021,-0.16298580169677734,0.1420973390340805,-0.06732657551765442,-0.26154854893684387,0.1268954575061798,0.017772682011127472,-0.1657465696334839,0.2012919783592224,-0.049243729561567307,-0.20295360684394836,0.10446618497371674,0.09931942075490952,-0.07287666946649551,0.27151554822921753,0.03436775133013725,-0.10756739974021912,0.1763029545545578,-0.08215047419071198,-0.27766865491867065,0.11336776614189148,-0.06374553591012955,-0.2550291121006012,0.12753811478614807,-0.0765453577041626,-0.26787757873535156,0.11478692293167114,0.1687735617160797,0.012589529156684875,0.32495760917663574,0.02148411236703396,-0.16832813620567322,0.21129639446735382,0.06153224781155586,-0.1280055046081543,0.2510700523853302,-0.06636306643486023,-0.2546687126159668,0.12194263935089111,-0.027054565027356148,-0.21841932833194733,0.1643102765083313,0.018903445452451706,-0.17549675703048706,0.21330371499061584,0.11100617796182632,-0.0792137011885643,0.30122607946395874,-0.02023724839091301,-0.2120114415884018,0.17153696715831757,0.001116257393732667,-0.19406940042972565,0.19630195200443268,0.10499373823404312,-0.09597691148519516,0.3059644401073456,-0.34699949622154236,-0.5466086864471436,-0.14739026129245758
854,M24 Other specific joint derangements,0.024317611008882523,-0.1736288070678711,0.22226406633853912,0.010519728064537048,-0.1881791055202484,0.2092185914516449,-0.12562677264213562,-0.3223497271537781,0.07109622657299042,0.020492475479841232,-0.17779448628425598,0.21877950429916382,0.011630803346633911,-0.1855720430612564,0.2088336944580078,-0.009805053472518921,-0.19234679639339447,0.1727367341518402,0.14314530789852142,-0.05464000999927521,0.340930700302124,0.03144188970327377,-0.1529073715209961,0.21579119563102722,0.004195092245936394,-0.19420701265335083,0.2025972455739975,0.0007431082194671035,-0.1982993632555008,0.19978561997413635,0.0420805960893631,-0.1570638120174408,0.24122506380081177,0.05908190459012985,-0.13305023312568665,0.25121408700942993,0.059656571596860886,-0.13920293748378754,0.2585161328315735,0.00822969526052475,-0.18837037682533264,0.20482981204986572,-0.025264790281653404,-0.22460144758224487,0.17407190799713135,-0.031226633116602898,-0.23024038970470428,0.16778717935085297,-9.826137829804793e-05,-0.19949457049369812,0.19929809868335724,-0.015142370946705341,-0.20987321436405182,0.17958854138851166,0.03832865506410599,-0.16082638502120972,0.23748376965522766,-0.015202268026769161,-0.21452346444129944,0.18411895632743835,0.017669709399342537,-0.1895497590303421,0.22488921880722046,0.05594240501523018,-0.14955991506576538,0.2614447772502899
855,"M25 Other joint disorders, not elsewhere classified",-0.013009400106966496,-0.19423015415668488,0.16821140050888062,-0.01649155281484127,-0.19687578082084656,0.1638927310705185,-0.04361531883478165,-0.21637478470802307,0.12914419174194336,-0.0032741909381002188,-0.18413710594177246,0.17758876085281372,0.027054479345679283,-0.15088321268558502,0.20499220490455627,0.03674893081188202,-0.12792621552944183,0.20142412185668945,-0.008526519872248173,-0.18307510018348694,0.16602210700511932,0.0016311799408867955,-0.16065733134746552,0.16391974687576294,-0.0025696984957903624,-0.1830841451883316,0.17794477939605713,0.00937148928642273,-0.16885800659656525,0.1876010298728943,-0.042106907814741135,-0.2222791165113449,0.13806533813476562,0.032073959708213806,-0.1425338238477707,0.20668178796768188,0.0249888114631176,-0.15859371423721313,0.20857137441635132,-0.018695509061217308,-0.19964741170406342,0.16225644946098328,0.02889113873243332,-0.1510182023048401,0.2088005244731903,-0.024318329989910126,-0.20512482523918152,0.15648823976516724,0.027021707966923714,-0.15635307133197784,0.21039655804634094,0.09675487130880356,-0.0861622765660286,0.2796720564365387,0.0035646685864776373,-0.1787278801202774,0.18585726618766785,0.02219814620912075,-0.16154319047927856,0.20593951642513275,0.016703862696886063,-0.17229384183883667,0.20570160448551178,-0.06502954661846161,-0.25330865383148193,0.1232496052980423
856,M30 Polyarteritis nodosa and related conditions,0.003110175719484687,-0.1948866844177246,0.20110706984996796,-0.01670483686029911,-0.21495215594768524,0.1815425008535385,-0.013472487218677998,-0.2116357982158661,0.18469089269638062,0.00608794717118144,-0.1923956423997879,0.20457158982753754,-0.012125615030527115,-0.20976263284683228,0.18551146984100342,0.018392307683825493,-0.17657186090946198,0.21335653960704803,-0.0048699271865189075,-0.20284706354141235,0.1931072622537613,-0.03174497187137604,-0.22952786087989807,0.16603796184062958,0.0010225347941741347,-0.1970735788345337,0.1991187036037445,-0.008725283667445183,-0.20697835087776184,0.18952782452106476,0.00017054549243766814,-0.19790425896644592,0.19824540615081787,0.020114189013838768,-0.176822692155838,0.21705111861228943,0.009689132682979107,-0.18872657418251038,0.20810487866401672,0.004941186867654324,-0.19352863729000092,0.2034110724925995,0.0021557339932769537,-0.19571542739868164,0.2000269740819931,-0.00573093444108963,-0.2039635181427002,0.19250169396400452,0.00648705568164587,-0.191936194896698,0.20491035282611847,-0.0004849109973292798,-0.19904766976833344,0.19807790219783783,-0.0012661607470363379,-0.19965879619121552,0.19712650775909424,0.01243928074836731,-0.18569113314151764,0.21056975424289703,0.014742044731974602,-0.19196084141731262,0.2214450091123581,0.05098453164100647,-0.15540717542171478,0.2573762536048889
857,M31 Other necrotising vasculopathies,-0.00897800549864769,-0.17842936515808105,0.16047337651252747,-0.018411122262477875,-0.18707984685897827,0.1502576470375061,-0.04617729410529137,-0.20940831303596497,0.11705376207828522,-0.025160998106002808,-0.19482412934303284,0.1445021778345108,-0.02271896041929722,-0.19062934815883636,0.14519144594669342,-0.03358720242977142,-0.19589242339134216,0.1287180632352829,-0.0029326067306101322,-0.17186239361763,0.1659972220659256,-0.021076811477541924,-0.18674996495246887,0.1445963829755783,-0.0023998033720999956,-0.17151574790477753,0.16671618819236755,0.004402052145451307,-0.16355761885643005,0.17236177623271942,-0.018931251019239426,-0.18790709972381592,0.15004462003707886,0.014764903113245964,-0.1527346670627594,0.1822645217180252,-0.0008091095951385796,-0.1704854965209961,0.1688673347234726,0.017622163519263268,-0.15189598500728607,0.1871403455734253,0.012586918659508228,-0.1557542234659195,0.1809280961751938,-0.021065346896648407,-0.19039291143417358,0.14826226234436035,0.0018678734777495265,-0.16764242947101593,0.1713782250881195,-0.018870167434215546,-0.187799334526062,0.1500590443611145,0.0012228302657604218,-0.16775014996528625,0.17019586265087128,0.03453215956687927,-0.13599194586277008,0.2050563097000122,0.028109567239880562,-0.14771272242069244,0.20393189787864685,0.03323952853679657,-0.1413068026304245,0.20778590440750122
